date,feature_id,feature_name,product_area,device_family,service_tier,customer_segment,active_accounts,sessions,qualified_starts,avg_watch_minutes,conversion_rate,day7_retention_rate,search_success_rate,playback_start_ms,rebuffer_rate,crash_rate,satisfaction_proxy,data_quality_score
2026-03-04,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,11942,16381,8600,27.45,0.1591,0.1674,0.8032,952,0.0178,0.0045,69.2,97.3
2026-03-04,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,6719,9856,5033,36.93,0.256,0.3355,0.7725,580,0.0148,0.0064,77.5,97.8
2026-03-04,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,5494,10958,5417,19.1,0.2056,0.2312,0.7271,595,0.016,0.0069,72.5,98.1
2026-03-04,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,5911,12297,8078,28.56,0.2056,0.2472,0.7789,648,0.0188,0.0033,73.1,97.8
2026-03-04,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,6602,11654,8252,25.33,0.2285,0.3152,0.7203,651,0.0203,0.0032,72.8,96.1
2026-03-04,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,6665,9879,6173,24.56,0.1817,0.2144,0.7248,649,0.0184,0.0041,71.8,96.4
2026-03-04,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,10419,17684,10244,46.06,0.2782,0.3519,0.786,1005,0.0164,0.0047,75.7,90.1
2026-03-04,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,10535,19424,9466,21.09,0.2015,0.2278,0.7849,781,0.0128,0.0036,71.8,85.4
2026-03-04,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,15572,33405,16520,33.63,0.1996,0.2333,0.7815,998,0.0097,0.0012,72.8,86.3
2026-03-04,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,8298,14607,7491,28.74,0.2166,0.3035,0.7291,720,0.0118,0.003,74.4,90.0
2026-03-04,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,9339,16000,8189,26.33,0.1439,0.1858,0.7683,812,0.0104,0.0043,71.4,90.9
2026-03-04,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,4079,5498,3558,39.97,0.2822,0.3499,0.748,731,0.015,0.0038,77.4,95.2
2026-03-04,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4546,6364,4192,23.28,0.2079,0.1907,0.7578,839,0.0128,0.0041,71.9,95.0
2026-03-04,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,5063,8292,4037,33.49,0.2054,0.2396,0.7344,610,0.0187,0.0055,74.4,97.3
2026-03-04,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,4308,5133,3136,33.29,0.2081,0.2829,0.7501,722,0.0127,0.0026,74.7,95.5
2026-03-04,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,4725,10343,5728,26.04,0.168,0.178,0.7475,683,0.0172,0.0029,71.7,95.4
2026-03-04,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,5950,11891,6462,46.14,0.2597,0.3256,0.7421,711,0.0132,0.0054,78.5,98.1
2026-03-04,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,6023,12203,6754,23.54,0.1916,0.2098,0.8023,764,0.0214,0.0041,70.2,97.1
2026-03-04,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,7065,13937,9269,33.29,0.2468,0.2617,0.7306,631,0.0174,0.0043,75.6,97.4
2026-03-04,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,6798,10462,4660,26.52,0.2235,0.3029,0.7138,767,0.0198,0.004,72.0,98.2
2026-03-04,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,6886,9834,4873,23.6,0.1565,0.2065,0.7583,673,0.0195,0.0052,70.5,95.6
2026-03-04,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,8039,12798,7461,32.67,0.2514,0.3428,0.8086,1013,0.0147,0.0034,72.9,86.7
2026-03-04,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,7031,16422,11402,20.91,0.2007,0.2011,0.6873,1013,0.0154,0.0048,69.2,84.3
2026-03-04,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,6858,11498,5945,35.62,0.2414,0.2467,0.7548,806,0.0134,0.0044,75.2,90.9
2026-03-04,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,8276,16743,11301,23.43,0.188,0.3202,0.707,883,0.0183,0.0032,69.8,88.6
2026-03-04,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,7676,12040,6866,26.53,0.1514,0.2015,0.7403,731,0.0153,0.0028,71.3,82.5
2026-03-04,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,4044,6557,4283,43.41,0.2459,0.3308,0.7815,594,0.0095,0.0044,79.4,85.6
2026-03-04,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,3750,4799,3049,21.1,0.196,0.1844,0.7608,635,0.015,0.0043,72.5,88.7
2026-03-04,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,3805,9177,5007,37.66,0.2363,0.265,0.824,519,0.0081,0.0048,79.1,89.9
2026-03-04,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,4090,5985,3577,31.82,0.2306,0.3176,0.7519,553,0.0141,0.0024,76.3,85.2
2026-03-04,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,3814,7236,3702,23.36,0.157,0.21,0.8479,574,0.0145,0.0045,72.4,90.7
2026-03-04,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,7299,10989,6782,45.21,0.2416,0.3223,0.7035,730,0.0135,0.0049,77.6,97.1
2026-03-04,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,6973,12003,5958,23.9,0.1927,0.2317,0.6867,784,0.0178,0.0039,71.0,95.4
2026-03-04,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,7087,10302,4964,36.07,0.228,0.2343,0.7059,733,0.0125,0.0032,75.7,97.4
2026-03-04,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,6614,8968,4789,33.15,0.222,0.3006,0.7522,1009,0.0113,0.004,72.9,94.8
2026-03-04,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,7393,10689,6685,25.17,0.1557,0.183,0.7941,913,0.0109,0.0013,70.5,95.9
2026-03-04,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,3216,7034,3068,41.05,0.2822,0.3445,0.7485,653,0.016,0.0031,78.1,96.6
2026-03-04,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,3041,3998,2381,25.12,0.1797,0.1962,0.7738,649,0.0132,0.0064,73.0,95.2
2026-03-04,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,3626,5798,2986,29.74,0.2033,0.2671,0.7831,699,0.0171,0.0055,73.2,97.9
2026-03-04,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,3297,7781,5560,25.03,0.2201,0.3195,0.7672,557,0.0131,0.0057,74.9,97.4
2026-03-04,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,4056,8107,3689,27.51,0.1398,0.163,0.6884,673,0.0163,0.005,71.4,96.1
2026-03-04,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,5436,10121,5763,34.04,0.2441,0.3478,0.7439,629,0.0144,0.0053,76.3,95.1
2026-03-04,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,4747,8983,5628,22.48,0.2071,0.2162,0.7762,712,0.0181,0.0051,71.7,95.8
2026-03-04,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,4921,10016,5890,36.65,0.2437,0.2533,0.802,546,0.0176,0.005,76.8,94.6
2026-03-04,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,4204,8164,5226,26.61,0.2315,0.2937,0.7036,671,0.0153,0.0031,74.1,96.9
2026-03-04,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,4307,8758,5848,28.87,0.1888,0.1712,0.7096,664,0.0145,0.0061,73.5,94.7
2026-03-04,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,5552,11574,5493,44.88,0.2749,0.3549,0.6965,563,0.0147,0.0056,79.6,96.3
2026-03-04,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,5170,11375,6930,23.31,0.1654,0.2135,0.6837,636,0.0091,0.0026,73.3,98.0
2026-03-04,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,8617,13237,5721,32.5,0.2398,0.2503,0.7286,727,0.0089,0.0027,76.3,97.0
2026-03-04,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,5806,8835,4019,27.1,0.217,0.3151,0.7525,658,0.0106,0.005,74.9,94.4
2026-03-04,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,5168,12283,5820,24.21,0.1817,0.2094,0.7718,500,0.0113,0.0045,74.6,96.6
2026-03-05,F001,Continue Watching Rail,Home,Connected TV,SVOD,Returning binge viewers,9824,22845,12620,43.76,0.2932,0.3219,0.7509,826,0.0081,0.005,79.1,95.8
2026-03-05,F001,Continue Watching Rail,Home,Connected TV,SVOD,New trial households,12826,19756,8726,22.36,0.1718,0.203,0.7228,796,0.0117,0.0019,71.3,96.3
2026-03-05,F001,Continue Watching Rail,Home,Connected TV,SVOD,Sports event viewers,11477,26733,18366,35.7,0.1968,0.2619,0.7241,728,0.0105,0.0042,75.3,94.4
2026-03-05,F001,Continue Watching Rail,Home,Connected TV,SVOD,Kids co-viewing households,12714,28370,17103,33.08,0.185,0.2824,0.7611,914,0.0132,0.0023,72.3,97.7
2026-03-05,F001,Continue Watching Rail,Home,Connected TV,SVOD,Ad-supported explorers,10251,18756,8737,23.82,0.1922,0.1737,0.7768,808,0.0166,0.0011,71.0,98.2
2026-03-05,F002,Personalized Top Picks,Home,Connected TV,SVOD,Returning binge viewers,12618,16419,10520,44.09,0.2354,0.3274,0.7217,923,0.0139,0.0041,75.4,96.6
2026-03-05,F002,Personalized Top Picks,Home,Connected TV,SVOD,New trial households,10411,22576,15336,24.93,0.1813,0.2157,0.7808,771,0.0128,0.0015,72.0,94.7
2026-03-05,F002,Personalized Top Picks,Home,Connected TV,SVOD,Sports event viewers,11250,20339,12203,30.36,0.2443,0.2203,0.8066,919,0.0108,0.0039,73.9,96.7
2026-03-05,F002,Personalized Top Picks,Home,Connected TV,SVOD,Kids co-viewing households,12610,25757,14489,29.24,0.2015,0.322,0.8066,943,0.0104,0.0028,72.4,94.8
2026-03-05,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,10724,25168,12330,28.35,0.1552,0.2143,0.8016,852,0.0158,0.0036,70.6,96.7
2026-03-05,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,5523,8421,4162,36.86,0.2852,0.3425,0.7283,537,0.0122,0.0064,79.3,96.8
2026-03-05,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,6219,11315,6498,23.12,0.1754,0.2266,0.8053,580,0.0193,0.0039,71.8,97.7
2026-03-05,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,5756,13416,6461,31.89,0.1966,0.2373,0.7243,583,0.0212,0.0047,73.5,97.0
2026-03-05,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,5944,13836,8361,23.98,0.2272,0.3332,0.7217,731,0.0165,0.0037,72.7,95.8
2026-03-05,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,6070,13756,7064,25.25,0.1503,0.1955,0.8073,683,0.02,0.0059,70.4,97.9
2026-03-05,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,10965,14650,7714,39.74,0.2749,0.3746,0.6924,901,0.0159,0.0043,75.5,86.9
2026-03-05,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,9461,17460,10869,24.95,0.2034,0.2218,0.7164,1005,0.0093,0.0047,71.4,91.8
2026-03-05,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,15287,19489,10889,29.04,0.2054,0.2261,0.7267,971,0.0171,0.0036,70.8,88.8
2026-03-05,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,9865,19265,12717,25.06,0.1818,0.3175,0.8001,963,0.0144,0.0023,70.1,89.4
2026-03-05,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,9476,22372,11497,25.88,0.1787,0.199,0.7818,712,0.0156,0.0019,72.0,88.8
2026-03-05,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,4369,8797,6213,46.58,0.2534,0.365,0.7186,694,0.0122,0.0036,78.8,97.3
2026-03-05,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4275,9543,4621,22.98,0.1884,0.2187,0.7115,689,0.0163,0.0046,71.8,95.4
2026-03-05,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,5016,7027,3927,32.69,0.2336,0.2688,0.7476,848,0.0162,0.0039,73.5,95.2
2026-03-05,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,4614,10132,5880,31.42,0.203,0.2873,0.7428,600,0.012,0.0023,75.5,95.1
2026-03-05,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,4716,7741,4761,22.01,0.187,0.2048,0.7901,587,0.012,0.0057,73.4,96.5
2026-03-05,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,7519,15808,9021,45.43,0.2735,0.3202,0.7684,720,0.0165,0.0058,77.9,95.8
2026-03-05,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,7476,11511,7033,24.92,0.1869,0.1982,0.7561,711,0.0196,0.0062,71.2,96.0
2026-03-05,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,6200,14178,6622,36.07,0.2536,0.2284,0.7837,779,0.0121,0.0062,76.2,95.5
2026-03-05,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,6277,11676,7761,33.45,0.2234,0.3029,0.7652,541,0.0161,0.0058,76.0,95.9
2026-03-05,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,7358,16293,7284,24.09,0.1467,0.1915,0.6959,691,0.0198,0.0061,70.1,97.4
2026-03-05,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,6614,13466,9477,36.04,0.2623,0.3597,0.7774,989,0.0212,0.0039,72.6,88.8
2026-03-05,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,6553,10017,5565,17.69,0.2084,0.1878,0.7812,834,0.013,0.0035,70.9,87.4
2026-03-05,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,6844,12155,7866,33.92,0.2336,0.262,0.6931,817,0.016,0.0014,74.0,87.5
2026-03-05,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,8036,16966,10705,29.37,0.1751,0.3184,0.7807,951,0.018,0.0042,70.0,86.3
2026-03-05,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,7009,8346,3818,22.34,0.1687,0.1993,0.7982,938,0.0149,0.0017,69.3,82.6
2026-03-05,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,3798,4521,3090,44.47,0.2866,0.3332,0.7924,563,0.0096,0.0031,81.0,89.2
2026-03-05,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,4326,10534,7580,24.96,0.1971,0.2232,0.7906,685,0.0141,0.0047,72.9,90.9
2026-03-05,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,3470,7852,3620,37.95,0.2533,0.2317,0.8724,575,0.0062,0.0028,79.6,89.7
2026-03-05,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,3446,6198,2880,31.54,0.2221,0.3208,0.8172,675,0.0092,0.0055,76.0,92.3
2026-03-05,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,4115,9871,6931,29.59,0.1647,0.178,0.8499,609,0.0157,0.0023,73.2,86.6
2026-03-05,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,7007,11384,6580,39.91,0.2477,0.3411,0.7428,769,0.0158,0.003,76.0,95.6
2026-03-05,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,7220,10693,6719,23.18,0.1874,0.218,0.6923,1012,0.0109,0.0046,70.2,97.2
2026-03-05,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,6929,14780,10126,29.66,0.2513,0.2602,0.8089,903,0.0156,0.0043,73.1,95.8
2026-03-05,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,6425,9108,4955,32.43,0.2152,0.2929,0.7445,997,0.0119,0.0017,72.6,95.1
2026-03-05,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,7499,13676,8969,25.05,0.181,0.1714,0.7428,871,0.008,0.0021,72.2,96.9
2026-03-05,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,3556,5750,2449,43.46,0.2885,0.3496,0.7859,586,0.0189,0.0037,78.6,95.7
2026-03-05,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,3336,7421,4560,21.5,0.1925,0.1902,0.8039,582,0.0177,0.0047,72.3,96.6
2026-03-05,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,3735,4900,2124,35.69,0.2153,0.2655,0.6969,679,0.0123,0.004,75.8,94.6
2026-03-05,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,3479,4338,2792,30.32,0.1982,0.3257,0.7458,636,0.0168,0.0062,73.8,98.2
2026-03-05,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,3747,6528,4512,28.03,0.1531,0.1608,0.7354,720,0.0154,0.0068,71.7,94.9
2026-03-05,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,4338,9189,5560,43.66,0.2873,0.3622,0.7957,567,0.0143,0.0037,79.8,97.2
2026-03-05,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,5359,9928,6598,25.72,0.1706,0.2148,0.7537,619,0.0204,0.0065,71.5,95.1
2026-03-05,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,5432,11834,7005,29.85,0.2393,0.274,0.687,536,0.0173,0.0051,75.6,96.6
2026-03-05,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,4428,5318,2534,29.55,0.2012,0.3004,0.6885,738,0.0136,0.0056,73.5,94.7
2026-03-05,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,4625,9953,6271,26.99,0.1452,0.1889,0.7432,687,0.0192,0.0046,70.7,94.8
2026-03-05,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,5190,10494,5943,39.41,0.2353,0.3515,0.7125,588,0.013,0.0046,77.7,97.5
2026-03-05,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,5014,10991,4966,21.34,0.1965,0.1944,0.7068,607,0.0155,0.0053,72.6,95.0
2026-03-05,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,8100,18380,8018,32.32,0.2549,0.2335,0.7616,561,0.0147,0.0037,76.8,97.4
2026-03-05,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,5658,7344,5094,27.72,0.1928,0.286,0.7689,653,0.0149,0.0055,73.4,97.9
2026-03-05,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,5071,6680,3969,30.04,0.1389,0.1788,0.81,593,0.008,0.0026,74.4,97.8
2026-03-06,F001,Continue Watching Rail,Home,Connected TV,SVOD,Returning binge viewers,13808,19188,8211,36.03,0.264,0.3669,0.7105,929,0.0132,0.0043,74.9,95.1
2026-03-06,F001,Continue Watching Rail,Home,Connected TV,SVOD,New trial households,13446,30142,16542,24.17,0.1602,0.2285,0.7661,963,0.0127,0.0011,69.7,95.4
2026-03-06,F001,Continue Watching Rail,Home,Connected TV,SVOD,Sports event viewers,13051,19776,10247,36.18,0.2061,0.2263,0.6838,706,0.0096,0.0016,76.0,96.8
2026-03-06,F001,Continue Watching Rail,Home,Connected TV,SVOD,Kids co-viewing households,14110,23103,15130,31.0,0.2143,0.3215,0.6914,897,0.0113,0.0027,73.3,94.4
2026-03-06,F001,Continue Watching Rail,Home,Connected TV,SVOD,Ad-supported explorers,15598,35237,25328,22.07,0.1393,0.1687,0.6978,895,0.0091,0.0035,70.1,95.8
2026-03-06,F002,Personalized Top Picks,Home,Connected TV,SVOD,Returning binge viewers,13988,21016,14391,44.08,0.2633,0.3505,0.7959,928,0.0081,0.0012,77.5,96.5
2026-03-06,F002,Personalized Top Picks,Home,Connected TV,SVOD,New trial households,13981,21386,10239,25.48,0.1707,0.2159,0.744,989,0.0146,0.0012,69.6,95.2
2026-03-06,F002,Personalized Top Picks,Home,Connected TV,SVOD,Sports event viewers,14264,24812,13860,30.61,0.2533,0.2505,0.705,740,0.0113,0.002,75.7,94.5
2026-03-06,F002,Personalized Top Picks,Home,Connected TV,SVOD,Kids co-viewing households,15237,25143,16147,31.12,0.1951,0.2816,0.7801,957,0.018,0.0027,70.8,95.4
2026-03-06,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,13701,22053,14978,24.72,0.1892,0.1718,0.8077,1014,0.0177,0.0049,69.0,94.7
2026-03-06,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,9107,21593,11708,40.59,0.2485,0.3602,0.7311,702,0.0127,0.0059,77.4,96.6
2026-03-06,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,7359,13854,6077,21.42,0.1939,0.2218,0.8062,617,0.0152,0.0043,72.6,95.7
2026-03-06,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,8963,21537,11040,34.12,0.2397,0.232,0.7591,672,0.0165,0.0058,75.4,95.5
2026-03-06,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,7742,17876,10459,26.71,0.1941,0.3286,0.7967,639,0.0135,0.0046,73.7,96.0
2026-03-06,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,8408,14496,7134,27.57,0.1657,0.1796,0.7716,742,0.0192,0.0065,70.9,97.6
2026-03-06,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,12982,30993,18472,41.65,0.29,0.3433,0.757,984,0.0167,0.0027,75.4,87.0
2026-03-06,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,13846,16399,9361,19.98,0.1815,0.2208,0.7972,760,0.0144,0.0043,70.9,88.6
2026-03-06,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,18067,30468,15256,28.63,0.2522,0.2641,0.7643,713,0.0178,0.0024,74.1,89.3
2026-03-06,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,13646,32095,15192,32.06,0.2208,0.2983,0.6863,857,0.0093,0.003,74.5,91.3
2026-03-06,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,11803,23086,13019,29.81,0.182,0.1883,0.6982,888,0.0175,0.0013,70.9,89.3
2026-03-06,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,5231,12786,8318,38.7,0.253,0.3203,0.7074,691,0.0154,0.0057,76.7,96.1
2026-03-06,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4854,9448,6375,25.91,0.1905,0.1888,0.794,662,0.0159,0.0059,72.7,95.3
2026-03-06,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,5170,11583,6347,32.61,0.2246,0.2713,0.7646,612,0.0138,0.0032,75.8,96.8
2026-03-06,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,6445,14456,7756,23.98,0.1832,0.296,0.709,752,0.0107,0.0049,72.5,95.7
2026-03-06,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,5638,7703,5145,29.68,0.1548,0.2047,0.7804,615,0.0141,0.0027,73.2,97.1
2026-03-06,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,9811,17135,8698,36.33,0.261,0.3495,0.686,571,0.0122,0.0043,78.2,95.8
2026-03-06,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,7305,16030,11059,23.17,0.2056,0.1946,0.6862,638,0.0196,0.0065,72.1,97.0
2026-03-06,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,8420,10274,5869,29.55,0.2491,0.2598,0.7919,731,0.0145,0.0051,74.7,97.2
2026-03-06,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,9671,15417,8995,29.78,0.1832,0.3293,0.6913,551,0.0193,0.0059,73.5,95.2
2026-03-06,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,8572,18484,11770,30.09,0.1482,0.1661,0.6904,743,0.0201,0.0042,70.7,97.3
2026-03-06,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,10067,13127,8239,31.79,0.2594,0.3261,0.7212,828,0.0135,0.0043,74.8,89.8
2026-03-06,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,9389,20189,11957,17.72,0.1836,0.2081,0.7576,874,0.0172,0.0016,68.9,91.7
2026-03-06,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,8316,14874,9452,35.53,0.1988,0.2283,0.6897,775,0.0218,0.0047,72.4,86.1
2026-03-06,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,10487,16008,9955,30.72,0.1909,0.2804,0.6913,710,0.0144,0.0011,73.5,85.1
2026-03-06,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,9330,13248,6405,21.39,0.161,0.2138,0.7854,901,0.0182,0.0029,68.5,83.7
2026-03-06,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,4846,7276,3644,40.96,0.2828,0.3456,0.7938,581,0.0074,0.0049,80.6,87.2
2026-03-06,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,4957,6450,3852,19.28,0.1874,0.189,0.8337,639,0.0079,0.005,73.4,87.3
2026-03-06,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,5049,10450,6489,35.58,0.2375,0.2738,0.8505,593,0.0067,0.005,78.4,91.8
2026-03-06,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,5453,8388,4488,29.49,0.1928,0.317,0.8504,629,0.0147,0.0045,74.0,83.7
2026-03-06,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,5206,12692,8012,21.89,0.1697,0.1633,0.7907,496,0.0094,0.0041,74.3,91.8
2026-03-06,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,9418,21127,14342,33.84,0.2443,0.3546,0.7819,949,0.0086,0.0046,74.8,94.4
2026-03-06,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,9545,14825,9631,21.4,0.2022,0.2309,0.6991,969,0.0119,0.0019,70.5,96.8
2026-03-06,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,8223,18141,9268,28.68,0.2342,0.2513,0.7479,935,0.0149,0.0045,72.3,98.0
